event_id,timestamp,cloud_provider,resource_type,action,actor_type,actor_name,source_ip,region,mfa_used,outcome,severity,risk_score,session_duration_s,anomaly_label
evt-0005916,2025-04-23T09:37:28Z,gcp,iam.serviceAccounts,compute.instances.insert,api_key,user-0046,10.1.240.142,asia-east1,True,Success,low,14.25,,0
evt-0005917,2025-04-23T09:58:14Z,azure,Microsoft.Sql/servers,Microsoft.Authorization/roleAssignments/write,user,user-0044,192.168.1.48.101,eastus,True,Success,low,39.68,10073.0,0
evt-0005918,2025-04-23T10:08:27Z,gcp,cloudrun.services,storage.buckets.setIamPolicy,assumed_role,assumed-role/deploy-role-002,10.1.152.17,asia-east1,True,Success,low,58.14,334.0,0
evt-0005919,2025-04-23T10:11:11Z,aws,s3:Bucket,TerminateInstances,user,user-0035,172.16.162.65,us-east-1,True,Success,low,9.58,12964.0,0
evt-0005920,2025-04-23T10:11:55Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Web/sites/write,user,user-0076,192.168.0.215.223,eastus,True,Failure,low,14.88,866.0,0
evt-0005921,2025-04-23T10:15:57Z,aws,s3:Bucket,AttachRolePolicy,service_account,svc-account-013,192.168.0.188.6,eu-central-1,True,Success,critical,54.27,,0
evt-0005922,2025-04-23T10:16:55Z,aws,s3:Bucket,TerminateInstances,user,user-0130,192.168.1.225.238,ap-southeast-1,True,Success,low,12.02,10735.0,0
evt-0005923,2025-04-23T10:18:22Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Sql/servers/write,service_account,svc-account-016,172.16.45.171,westus2,True,Success,low,19.61,,0
evt-0005924,2025-04-23T10:24:41Z,azure,Microsoft.Web/sites,Microsoft.Compute/virtualMachines/write,user,user-0140,172.16.24.150,southeastasia,True,Success,medium,22.24,3057.0,0
evt-0005925,2025-04-23T10:25:38Z,gcp,compute.instances,storage.buckets.create,user,user-0013,192.168.0.248.198,europe-west1,False,Denied,low,23.39,4131.0,0
evt-0005926,2025-04-23T10:25:54Z,aws,s3:Bucket,ModifyInstanceAttribute,api_key,user-0001,192.168.1.8.244,us-east-1,True,Success,low,18.91,,0
evt-0005927,2025-04-23T10:34:59Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Network/networkSecurityGroups/write,api_key,user-0030,10.0.31.224,westeurope,True,Success,medium,26.98,,0
evt-0005928,2025-04-23T10:36:18Z,aws,s3:Bucket,RunInstances,service_account,svc-account-013,192.168.0.8.126,us-east-2,False,Success,medium,28.68,,0
evt-0005929,2025-04-23T10:36:42Z,aws,cloudtrail:Trail,DescribeInstances,user,user-0116,172.16.3.197,us-east-1,True,Success,medium,17.88,24090.0,0
evt-0005930,2025-04-23T10:47:53Z,aws,kms:Key,CreateKeyPair,assumed_role,assumed-role/deploy-role-017,10.1.46.154,eu-central-1,False,Failure,medium,41.28,6100.0,0
evt-0005931,2025-04-23T10:49:36Z,azure,Microsoft.KeyVault/vaults,Microsoft.KeyVault/vaults/secrets/read,user,user-0039,172.16.78.4,eastus,True,Success,medium,22.57,3155.0,0
evt-0005932,2025-04-23T10:57:25Z,aws,vpc:SecurityGroup,DescribeInstances,service_account,svc-account-005,192.168.0.3.217,us-west-2,True,Success,medium,25.16,,0
evt-0005933,2025-04-23T11:07:08Z,gcp,cloudrun.services,iam.serviceAccounts.actAs,user,user-0045,172.17.27.153,europe-west1,False,Success,low,11.91,876.0,0
evt-0005934,2025-04-23T11:15:18Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Compute/disks/write,service_account,svc-account-006,192.168.1.58.29,eastus,False,Success,medium,25.03,,0
evt-0005935,2025-04-23T11:15:26Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Sql/servers/write,service_account,svc-account-004,192.168.0.248.132,northeurope,True,Success,critical,66.81,,0
evt-0005936,2025-04-23T11:17:18Z,azure,Microsoft.Web/sites,Microsoft.Authorization/roleAssignments/write,service_account,svc-account-015,10.1.70.5,eastus,True,Failure,medium,51.36,,0
evt-0005937,2025-04-23T11:22:53Z,aws,iam:User,CreateRole,service_account,svc-account-026,192.168.0.26.162,us-east-2,True,Success,low,16.01,,0
evt-0005938,2025-04-23T11:25:59Z,azure,Microsoft.KeyVault/vaults,Microsoft.Web/sites/write,api_key,user-0099,192.168.0.41.130,eastus,False,Success,low,16.22,,0
evt-0005939,2025-04-23T11:29:45Z,aws,iam:User,CreateKeyPair,user,user-0010,172.16.133.11,us-east-1,True,Success,low,8.28,9879.0,0
evt-0005940,2025-04-23T11:37:08Z,aws,cloudtrail:Trail,ModifyInstanceAttribute,user,user-0101,172.16.18.137,eu-west-1,True,Success,high,46.82,27569.0,0
evt-0005941,2025-04-23T11:38:27Z,aws,lambda:Function,AttachRolePolicy,user,user-0110,192.168.1.161.228,us-east-1,True,Denied,high,51.31,2569.0,0
evt-0005942,2025-04-23T11:40:29Z,azure,Microsoft.Authorization/roleAssignments,Microsoft.Compute/virtualMachines/write,assumed_role,assumed-role/deploy-role-006,172.16.161.74,northeurope,True,Success,medium,42.68,14306.0,0
evt-0005943,2025-04-23T11:49:32Z,gcp,cloudrun.services,iam.serviceAccounts.create,assumed_role,assumed-role/deploy-role-010,172.16.3.90,europe-west1,False,Success,low,24.66,19889.0,0
evt-0005944,2025-04-23T11:51:07Z,azure,Microsoft.Sql/servers,Microsoft.Compute/virtualMachines/write,service_account,svc-account-018,172.16.94.171,westus2,False,Success,critical,59.16,,0
evt-0005945,2025-04-23T12:04:26Z,aws,cloudtrail:Trail,ModifyInstanceAttribute,user,user-0027,192.168.1.120.235,us-west-2,True,Success,medium,26.88,15021.0,0
evt-0005946,2025-04-23T12:05:55Z,aws,elb:LoadBalancer,PutBucketPublicAccessBlock,api_key,user-0097,192.168.1.217.27,us-east-2,True,Success,low,16.79,,0
evt-0005947,2025-04-23T12:16:19Z,aws,iam:User,AttachRolePolicy,service_account,svc-account-012,192.168.0.193.146,us-west-2,True,Failure,low,19.54,,0
evt-0005948,2025-04-23T12:20:12Z,azure,Microsoft.Web/sites,Microsoft.Network/networkSecurityGroups/write,service_account,svc-account-023,172.17.249.109,southeastasia,False,Success,medium,31.28,,0
evt-0005949,2025-04-23T12:23:01Z,azure,Microsoft.Sql/servers,Microsoft.Network/networkSecurityGroups/write,user,user-0026,172.17.4.115,westus2,True,Success,low,15.0,18003.0,0
evt-0005950,2025-04-23T12:28:28Z,gcp,storage.buckets,compute.instances.insert,user,user-0003,10.0.164.65,australia-southeast1,False,Success,low,16.95,17655.0,0
evt-0005951,2025-04-23T12:30:48Z,aws,cloudtrail:Trail,CreateKeyPair,assumed_role,assumed-role/deploy-role-011,10.1.205.16,us-west-2,False,Success,low,29.1,24703.0,0
evt-0005952,2025-04-23T12:33:51Z,aws,rds:Instance,PutBucketPublicAccessBlock,assumed_role,assumed-role/deploy-role-017,91.108.73.76,us-east-1,False,Success,high,91.65,17101.0,1
evt-0005953,2025-04-23T12:34:41Z,aws,elb:LoadBalancer,GetSecretValue,service_account,svc-account-020,10.0.125.60,eu-central-1,False,Success,low,18.9,,0
evt-0005954,2025-04-23T12:39:43Z,gcp,compute.instances,storage.buckets.setIamPolicy,assumed_role,assumed-role/deploy-role-008,172.17.1.233,australia-southeast1,False,Success,high,78.19,12101.0,0
evt-0005955,2025-04-23T12:45:26Z,aws,elb:LoadBalancer,PutBucketPublicAccessBlock,service_account,svc-account-012,10.1.62.154,eu-central-1,False,Success,low,12.88,,0
evt-0005956,2025-04-23T12:45:54Z,aws,rds:Instance,CreateUser,user,user-0145,10.1.30.7,us-east-2,True,Success,critical,50.09,5701.0,0
evt-0005957,2025-04-23T12:47:04Z,aws,s3:Bucket,CreateUser,root,root,192.168.0.195.152,eu-central-1,False,Success,medium,28.19,,0
evt-0005958,2025-04-23T12:56:30Z,aws,cloudtrail:Trail,DeleteBucket,user,user-0077,172.16.140.251,ap-southeast-1,True,Success,low,17.27,10491.0,0
evt-0005959,2025-04-23T13:00:27Z,aws,elb:LoadBalancer,CreateBucket,user,user-0083,172.16.161.185,eu-west-1,True,Success,medium,33.97,24255.0,0
evt-0005960,2025-04-23T13:09:33Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Resources/deployments/write,user,user-0107,10.0.237.55,westeurope,False,Success,low,22.87,24967.0,0
evt-0005961,2025-04-23T13:11:37Z,azure,Microsoft.KeyVault/vaults,Microsoft.KeyVault/vaults/secrets/read,assumed_role,assumed-role/deploy-role-019,10.0.35.211,westus2,True,Denied,low,37.37,2900.0,0
evt-0005962,2025-04-23T13:12:02Z,azure,Microsoft.Sql/servers,Microsoft.KeyVault/vaults/secrets/read,user,user-0064,192.168.1.253.24,southeastasia,True,Success,low,23.66,15351.0,0
evt-0005963,2025-04-23T13:12:34Z,aws,elb:LoadBalancer,AttachRolePolicy,user,user-0095,172.17.50.93,us-west-2,True,Success,medium,26.35,10756.0,0
evt-0005964,2025-04-23T13:17:51Z,azure,Microsoft.Web/sites,Microsoft.Compute/disks/write,api_key,user-0045,10.1.83.150,northeurope,True,Success,low,12.36,,0
evt-0005965,2025-04-23T13:29:11Z,aws,iam:Role,RunInstances,service_account,svc-account-016,192.168.1.164.240,us-east-1,True,Success,low,14.34,,0
evt-0005966,2025-04-23T13:29:20Z,aws,ec2:Instance,RunInstances,api_key,user-0134,10.0.149.227,eu-central-1,True,Failure,high,41.74,,0
evt-0005967,2025-04-23T13:46:44Z,azure,Microsoft.Web/sites,Microsoft.Storage/storageAccounts/write,assumed_role,assumed-role/deploy-role-001,192.168.1.224.205,northeurope,True,Success,low,37.71,23926.0,0
evt-0005968,2025-04-23T13:48:13Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Authorization/roleAssignments/write,user,user-0038,10.1.194.14,southeastasia,True,Success,low,35.38,18932.0,0
evt-0005969,2025-04-23T13:55:58Z,azure,Microsoft.Authorization/roleAssignments,Microsoft.KeyVault/vaults/delete,assumed_role,assumed-role/deploy-role-003,172.16.168.53,southeastasia,False,Success,low,58.69,27529.0,0
evt-0005970,2025-04-23T14:08:34Z,azure,Microsoft.Storage/storageAccounts,Microsoft.Resources/deployments/write,user,user-0049,172.17.3.201,northeurope,True,Success,medium,26.03,25854.0,0
evt-0005971,2025-04-23T14:12:04Z,azure,Microsoft.Web/sites,Microsoft.Storage/storageAccounts/write,user,user-0035,10.1.172.247,southeastasia,True,Success,critical,61.17,12715.0,0
evt-0005972,2025-04-23T14:15:39Z,aws,ec2:Instance,DescribeInstances,user,user-0014,172.17.37.140,ap-southeast-1,False,Success,low,15.08,15922.0,0
evt-0005973,2025-04-23T14:16:15Z,aws,iam:Role,CreateUser,service_account,svc-account-017,172.16.132.207,us-east-2,False,Success,medium,27.07,,0
evt-0005974,2025-04-23T14:27:38Z,aws,rds:Instance,CreateUser,service_account,svc-account-003,10.0.75.53,eu-central-1,False,Success,low,16.88,,0
evt-0005975,2025-04-23T14:29:45Z,aws,kms:Key,CreateBucket,service_account,svc-account-020,10.0.243.118,us-east-2,True,Success,low,17.59,,0
evt-0005976,2025-04-23T14:32:36Z,aws,iam:Role,DeleteUser,service_account,svc-account-016,10.0.146.12,eu-west-1,False,Denied,medium,38.93,,0
evt-0005977,2025-04-23T14:35:11Z,aws,vpc:SecurityGroup,CreateBucket,user,user-0037,192.168.1.219.107,eu-central-1,True,Success,low,13.41,11586.0,0
evt-0005978,2025-04-23T14:39:43Z,azure,Microsoft.KeyVault/vaults,Microsoft.Authorization/policyAssignments/write,service_account,svc-account-014,10.0.96.163,southeastasia,True,Failure,low,10.87,,0
evt-0005979,2025-04-23T14:45:18Z,aws,s3:Bucket,CreateUser,service_account,svc-account-008,172.17.163.252,ap-southeast-1,True,Success,low,16.04,,0
evt-0005980,2025-04-23T14:46:26Z,aws,ec2:Instance,ModifyInstanceAttribute,assumed_role,assumed-role/deploy-role-008,172.16.212.254,eu-central-1,True,Success,medium,38.95,2448.0,0
evt-0005981,2025-04-23T14:47:18Z,aws,cloudtrail:Trail,DescribeInstances,service_account,svc-account-001,10.0.175.119,eu-central-1,True,Failure,medium,25.81,,0
evt-0005982,2025-04-23T14:53:49Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Compute/virtualMachines/delete,service_account,svc-account-019,172.17.203.179,westeurope,False,Success,low,12.4,,0
evt-0005983,2025-04-23T15:01:00Z,azure,Microsoft.KeyVault/vaults,Microsoft.Authorization/roleDefinitions/write,user,user-0067,10.1.243.56,southeastasia,True,Failure,medium,22.23,10770.0,0
evt-0005984,2025-04-23T15:03:27Z,aws,ec2:Instance,PutBucketPublicAccessBlock,user,user-0036,172.17.171.47,eu-central-1,True,Success,high,37.98,15743.0,0
evt-0005985,2025-04-23T15:04:12Z,aws,iam:User,DescribeInstances,api_key,user-0099,10.1.212.218,ap-southeast-1,True,Success,high,38.44,,0
evt-0005986,2025-04-23T15:08:03Z,aws,cloudtrail:Trail,DescribeInstances,user,user-0070,172.16.104.43,us-west-2,True,Failure,medium,22.69,22000.0,0
evt-0005987,2025-04-23T15:17:28Z,azure,Microsoft.Sql/servers,Microsoft.Compute/virtualMachines/delete,user,user-0030,192.168.0.87.44,southeastasia,True,Success,high,85.66,11391.0,1
evt-0005988,2025-04-23T15:21:48Z,azure,Microsoft.Authorization/roleAssignments,Microsoft.Authorization/roleAssignments/write,assumed_role,assumed-role/deploy-role-012,192.168.1.84.117,southeastasia,True,Success,low,53.75,10181.0,0
evt-0005989,2025-04-23T15:26:52Z,aws,cloudtrail:Trail,DeleteUser,service_account,svc-account-006,172.17.77.54,us-west-2,True,Success,low,15.12,,0
evt-0005990,2025-04-23T15:29:29Z,azure,Microsoft.Authorization/roleAssignments,Microsoft.Compute/virtualMachines/write,user,user-0051,10.1.237.156,southeastasia,True,Success,medium,22.91,12334.0,0
evt-0005991,2025-04-23T15:48:57Z,aws,iam:Role,DescribeInstances,service_account,svc-account-026,10.1.141.79,eu-west-1,True,Success,low,8.88,,0
evt-0005992,2025-04-23T15:50:39Z,aws,vpc:SecurityGroup,ModifyInstanceAttribute,service_account,svc-account-003,10.1.28.161,us-east-2,False,Success,low,17.71,,0
evt-0005993,2025-04-23T15:54:01Z,aws,elb:LoadBalancer,DescribeInstances,service_account,svc-account-025,192.168.1.192.20,us-east-2,True,Success,low,11.7,,0
evt-0005994,2025-04-23T15:55:42Z,aws,vpc:SecurityGroup,DisableCloudtrailLogging,user,user-0042,172.16.164.118,us-east-1,True,Success,critical,100.0,19883.0,1
evt-0005995,2025-04-23T16:01:44Z,aws,rds:Instance,DescribeInstances,user,user-0060,172.17.242.209,us-west-2,True,Denied,medium,31.03,8434.0,0
evt-0005996,2025-04-23T16:02:13Z,aws,iam:Role,RunInstances,service_account,svc-account-007,192.168.1.234.167,eu-west-1,True,Failure,low,16.1,,0
evt-0005997,2025-04-23T16:03:02Z,aws,iam:Role,CreateUser,user,user-0065,91.108.4.34,us-east-2,False,Success,critical,95.17,17679.0,1
evt-0005998,2025-04-23T16:08:26Z,aws,elb:LoadBalancer,RunInstances,user,user-0002,192.168.0.212.106,us-east-1,False,Success,medium,30.76,6029.0,0
evt-0005999,2025-04-23T16:13:00Z,aws,iam:User,DeleteBucket,service_account,svc-account-028,172.17.220.168,eu-central-1,True,Success,high,32.45,,0
evt-0006000,2025-04-23T16:14:05Z,aws,iam:Role,ModifyInstanceAttribute,assumed_role,assumed-role/deploy-role-003,192.168.1.221.89,us-east-2,True,Success,low,32.2,12235.0,0
evt-0006001,2025-04-23T16:21:02Z,aws,elb:LoadBalancer,ModifyInstanceAttribute,service_account,svc-account-013,10.0.33.91,us-east-2,True,Success,low,14.48,,0
evt-0006002,2025-04-23T16:28:34Z,gcp,cloudsql.instances,storage.buckets.setIamPolicy,user,user-0109,10.0.30.185,us-east1,False,Success,high,100.0,4309.0,1
evt-0006003,2025-04-23T16:33:10Z,aws,cloudtrail:Trail,PutBucketPublicAccessBlock,service_account,svc-account-015,192.168.0.85.192,us-west-2,True,Success,high,28.32,,0
evt-0006004,2025-04-23T16:34:55Z,aws,lambda:Function,DeleteRole,user,user-0138,172.17.213.36,us-east-1,True,Success,low,29.68,26057.0,0
evt-0006005,2025-04-23T16:38:02Z,gcp,container.clusters,cloudsql.instances.create,api_key,user-0031,192.168.1.159.233,asia-east1,False,Success,low,16.63,,0
evt-0006006,2025-04-23T16:38:18Z,gcp,compute.instances,container.clusters.create,user,user-0060,192.168.0.196.195,europe-west1,False,Success,high,37.29,2855.0,0
evt-0006007,2025-04-23T16:38:31Z,azure,Microsoft.Web/sites,Microsoft.Storage/storageAccounts/write,api_key,user-0026,10.0.182.76,southeastasia,False,Success,low,12.58,,0
evt-0006008,2025-04-23T16:38:48Z,aws,cloudtrail:Trail,DescribeInstances,assumed_role,assumed-role/deploy-role-005,10.1.174.68,us-east-1,True,Success,low,33.55,15359.0,0
evt-0006009,2025-04-23T16:45:12Z,azure,Microsoft.Sql/servers,Microsoft.Web/sites/write,service_account,svc-account-011,192.168.0.253.207,westeurope,True,Success,high,42.01,,0
evt-0006010,2025-04-23T16:46:42Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Web/sites/write,service_account,svc-account-014,10.1.56.111,westeurope,True,Success,critical,65.29,,0
evt-0006011,2025-04-23T16:47:27Z,azure,Microsoft.Sql/servers,Microsoft.Compute/virtualMachines/write,user,user-0068,172.17.236.95,westeurope,True,Success,low,21.19,14423.0,0
evt-0006012,2025-04-23T16:50:40Z,azure,Microsoft.Sql/servers,Microsoft.Authorization/roleAssignments/write,user,user-0118,192.168.1.72.140,eastus,True,Success,medium,46.9,875.0,0
evt-0006013,2025-04-23T16:51:48Z,aws,vpc:SecurityGroup,DeleteBucket,user,user-0058,10.1.103.215,ap-southeast-1,True,Success,low,11.44,10112.0,0
evt-0006014,2025-04-23T16:55:36Z,aws,iam:User,PutPublicAccessBlock,assumed_role,assumed-role/deploy-role-010,172.17.87.218,ap-southeast-1,True,Success,medium,60.51,20925.0,0
evt-0006015,2025-04-23T17:02:04Z,azure,Microsoft.KeyVault/vaults,Microsoft.Storage/storageAccounts/write,api_key,user-0036,10.1.13.83,southeastasia,False,Success,low,28.42,,0
evt-0006016,2025-04-23T17:05:14Z,gcp,storage.buckets,cloudsql.instances.create,service_account,svc-account-007,192.168.0.65.254,australia-southeast1,True,Success,low,15.72,,0
evt-0006017,2025-04-23T17:05:34Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.KeyVault/vaults/secrets/read,service_account,svc-account-006,192.168.1.180.199,westus2,True,Success,medium,21.59,,0
evt-0006018,2025-04-23T17:05:46Z,aws,elb:LoadBalancer,DescribeInstances,api_key,user-0019,192.168.1.148.241,us-east-1,True,Success,low,23.98,,0
evt-0006019,2025-04-23T17:08:10Z,aws,ec2:Instance,GetSecretValue,service_account,svc-account-011,10.0.223.115,us-east-2,False,Success,high,44.25,,0
evt-0006020,2025-04-23T17:09:27Z,aws,s3:Bucket,TerminateInstances,assumed_role,assumed-role/deploy-role-009,10.0.29.113,eu-central-1,False,Success,high,56.87,13149.0,0
evt-0006021,2025-04-23T17:12:42Z,gcp,cloudsql.instances,cloudsql.instances.create,assumed_role,assumed-role/deploy-role-008,172.17.126.77,us-east1,False,Success,medium,34.72,12766.0,0
evt-0006022,2025-04-23T17:22:38Z,aws,elb:LoadBalancer,DescribeInstances,assumed_role,assumed-role/deploy-role-014,192.168.0.58.120,eu-central-1,True,Success,low,29.14,4044.0,0
evt-0006023,2025-04-23T17:38:09Z,aws,ec2:Instance,DeleteRole,user,user-0050,10.0.113.10,eu-central-1,True,Success,high,57.73,4816.0,0
evt-0006024,2025-04-23T17:40:58Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Sql/servers/write,user,user-0049,172.17.144.91,westeurope,False,Success,low,14.06,24459.0,0
evt-0006025,2025-04-23T17:41:48Z,azure,Microsoft.KeyVault/vaults,Microsoft.Sql/servers/write,service_account,svc-account-017,172.17.12.51,northeurope,False,Success,medium,23.55,,0
evt-0006026,2025-04-23T17:47:38Z,aws,iam:User,RunInstances,user,user-0015,192.168.1.243.63,eu-west-1,True,Failure,low,13.21,20697.0,0
evt-0006027,2025-04-23T17:50:34Z,aws,cloudtrail:Trail,AuthorizeSecurityGroupIngress,user,user-0147,45.33.49.137,eu-west-1,True,Success,critical,100.0,15094.0,1
evt-0006028,2025-04-23T17:57:48Z,gcp,iam.serviceAccounts,container.clusters.create,service_account,svc-account-017,10.1.216.223,us-east1,False,Success,medium,18.8,,0
evt-0006029,2025-04-23T18:00:14Z,gcp,compute.instances,storage.buckets.delete,user,user-0076,192.168.0.217.45,australia-southeast1,True,Success,high,40.07,6833.0,0
evt-0006030,2025-04-23T18:04:54Z,aws,rds:Instance,GetSecretValue,service_account,svc-account-007,192.168.0.223.137,eu-central-1,True,Success,medium,19.53,,0
evt-0006031,2025-04-23T18:06:15Z,aws,rds:Instance,AttachRolePolicy,service_account,svc-account-016,192.168.0.78.123,ap-southeast-1,False,Success,low,7.68,,0
evt-0006032,2025-04-23T18:07:36Z,aws,rds:Instance,CreateKeyPair,user,user-0128,172.17.144.90,us-east-2,False,Failure,low,17.64,16863.0,0
evt-0006033,2025-04-23T18:08:39Z,azure,Microsoft.KeyVault/vaults,Microsoft.KeyVault/vaults/secrets/read,service_account,svc-account-023,10.1.138.228,westus2,True,Denied,low,24.13,,0
evt-0006034,2025-04-23T18:10:10Z,aws,iam:User,CreateRole,service_account,svc-account-013,192.168.1.230.211,us-east-2,True,Success,low,13.35,,0
evt-0006035,2025-04-23T18:19:27Z,azure,Microsoft.Web/sites,Microsoft.Web/sites/write,user,user-0077,10.0.167.241,northeurope,True,Success,low,14.46,13919.0,0
evt-0006036,2025-04-23T18:29:47Z,gcp,iam.serviceAccounts,storage.buckets.create,user,user-0013,172.16.251.181,us-east1,True,Success,high,37.8,16829.0,0
evt-0006037,2025-04-23T18:32:27Z,azure,Microsoft.Authorization/roleAssignments,Microsoft.Web/sites/write,root,root,10.0.52.111,westeurope,True,Failure,low,37.08,,0
evt-0006038,2025-04-23T18:35:16Z,aws,iam:Role,RunInstances,service_account,svc-account-003,10.1.120.252,us-west-2,False,Failure,medium,38.59,,0
evt-0006039,2025-04-23T18:36:28Z,azure,Microsoft.Sql/servers,Microsoft.KeyVault/vaults/secrets/read,service_account,svc-account-005,192.168.1.192.207,westus2,False,Success,low,11.17,,0
evt-0006040,2025-04-23T18:41:02Z,azure,Microsoft.Web/sites,Microsoft.Storage/storageAccounts/write,api_key,user-0034,172.16.214.111,northeurope,False,Success,medium,25.43,,0
evt-0006041,2025-04-23T18:41:32Z,aws,iam:Role,DeleteRole,user,user-0051,45.33.3.117,us-west-2,True,Success,high,100.0,27048.0,1
evt-0006042,2025-04-23T18:46:13Z,aws,iam:User,PutPublicAccessBlock,user,user-0092,10.0.237.156,us-west-2,False,Success,low,37.62,5684.0,0
evt-0006043,2025-04-23T18:56:01Z,aws,vpc:SecurityGroup,GetSecretValue,user,user-0091,10.0.201.133,ap-southeast-1,True,Success,low,15.92,20438.0,0
evt-0006044,2025-04-23T18:57:38Z,aws,kms:Key,CreateUser,user,user-0135,172.16.48.215,eu-central-1,False,Success,low,16.28,10633.0,0
evt-0006045,2025-04-23T19:04:12Z,gcp,cloudrun.services,cloudsql.instances.create,service_account,svc-account-001,192.168.0.22.75,europe-west1,False,Success,high,45.21,,0
evt-0006046,2025-04-23T19:11:04Z,gcp,container.clusters,compute.instances.delete,assumed_role,assumed-role/deploy-role-011,192.168.1.13.188,us-east1,True,Success,medium,50.54,3307.0,0
evt-0006047,2025-04-23T19:14:20Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Compute/virtualMachines/write,user,user-0099,10.1.151.62,northeurope,True,Success,high,44.26,9822.0,0
evt-0006048,2025-04-23T19:16:21Z,aws,lambda:Function,CreateRole,service_account,svc-account-019,172.17.183.127,ap-southeast-1,True,Failure,medium,26.11,,0
evt-0006049,2025-04-23T19:19:37Z,aws,iam:User,DescribeInstances,user,user-0083,10.0.31.96,us-west-2,True,Success,critical,55.66,2947.0,0
evt-0006050,2025-04-23T19:31:12Z,gcp,cloudrun.services,iam.serviceAccounts.create,assumed_role,assumed-role/deploy-role-016,10.1.173.190,us-central1,True,Failure,low,26.91,23807.0,0
evt-0006051,2025-04-23T19:33:50Z,aws,iam:Role,ModifyInstanceAttribute,assumed_role,assumed-role/deploy-role-008,192.168.1.67.152,eu-west-1,True,Failure,low,28.61,2342.0,0
evt-0006052,2025-04-23T19:44:28Z,aws,ec2:Instance,DescribeInstances,assumed_role,assumed-role/deploy-role-004,203.0.93.108,eu-west-1,False,Success,critical,100.0,12388.0,1
evt-0006053,2025-04-23T19:46:58Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Storage/storageAccounts/write,user,user-0115,192.168.0.135.222,westus2,True,Success,low,12.24,2461.0,0
evt-0006054,2025-04-23T19:55:53Z,azure,Microsoft.Sql/servers,Microsoft.Web/sites/write,service_account,svc-account-013,172.17.67.126,southeastasia,True,Success,low,20.68,,0
evt-0006055,2025-04-23T19:56:43Z,aws,ec2:Instance,DescribeInstances,service_account,svc-account-002,10.0.97.161,ap-southeast-1,True,Success,low,12.42,,0
evt-0006056,2025-04-23T19:59:34Z,aws,rds:Instance,PutPublicAccessBlock,service_account,svc-account-025,192.168.0.16.168,us-east-1,True,Success,high,68.39,,0
evt-0006057,2025-04-23T20:09:26Z,aws,s3:Bucket,DescribeInstances,user,user-0127,172.16.83.201,us-west-2,True,Failure,low,13.18,13097.0,0
evt-0006058,2025-04-23T20:18:18Z,azure,Microsoft.Network/networkSecurityGroups,Microsoft.Resources/deployments/write,service_account,svc-account-018,10.1.52.63,eastus,True,Success,low,15.39,,0
evt-0006059,2025-04-23T20:19:42Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Compute/disks/write,user,user-0052,172.17.99.28,eastus,True,Success,medium,27.43,4167.0,0
evt-0006060,2025-04-23T20:22:13Z,aws,kms:Key,ModifyInstanceAttribute,user,user-0094,172.17.253.141,ap-southeast-1,True,Success,critical,56.05,6906.0,0
evt-0006061,2025-04-23T20:24:19Z,azure,Microsoft.Authorization/roleAssignments,Microsoft.Storage/storageAccounts/write,assumed_role,assumed-role/deploy-role-011,172.16.133.37,westus2,False,Success,low,26.89,24586.0,0
evt-0006062,2025-04-23T20:38:51Z,aws,rds:Instance,CreateBucket,user,user-0108,10.1.77.245,eu-central-1,False,Success,medium,29.62,22627.0,0
evt-0006063,2025-04-23T20:43:20Z,azure,Microsoft.KeyVault/vaults,Microsoft.Storage/storageAccounts/write,user,user-0117,192.168.0.23.229,northeurope,True,Success,low,9.88,26228.0,0
evt-0006064,2025-04-23T20:53:02Z,azure,Microsoft.Compute/virtualMachines,Microsoft.Network/networkSecurityGroups/write,api_key,user-0001,172.17.231.239,northeurope,True,Failure,low,16.27,,0
evt-0006065,2025-04-23T20:54:07Z,aws,rds:Instance,RunInstances,service_account,svc-account-021,192.168.0.72.8,ap-southeast-1,False,Success,medium,22.69,,0
evt-0006066,2025-04-23T20:58:03Z,aws,vpc:SecurityGroup,CreateUser,user,user-0073,172.16.105.205,us-east-2,True,Success,low,15.11,3244.0,0
evt-0006067,2025-04-23T21:04:46Z,aws,lambda:Function,DescribeInstances,assumed_role,assumed-role/deploy-role-009,172.17.217.104,eu-central-1,False,Success,high,55.58,9238.0,0
evt-0006068,2025-04-23T21:07:50Z,azure,Microsoft.Storage/storageAccounts,Microsoft.Network/networkSecurityGroups/write,api_key,user-0043,172.17.114.59,northeurope,False,Success,critical,65.5,,0
evt-0006069,2025-04-23T21:08:32Z,azure,Microsoft.Sql/servers,Microsoft.Compute/virtualMachines/write,user,user-0002,172.17.36.87,northeurope,True,Success,low,12.45,6655.0,0
